model,model_label,model_family,class_output,rank,feature_index,feature_name,feature_label,feature_group,mean_abs_shap,share_of_total_abs_shap
linear_svm,Linear SVM,linear,predicted_class,1,15015,categorical__queue_Technical Support,Technical Support,queue,0.1556326448917389,0.03478950262069702
linear_svm,Linear SVM,linear,predicted_class,2,15001,categorical__type_Incident,Incident,type,0.06325779855251312,0.014140397310256958
linear_svm,Linear SVM,linear,predicted_class,3,15003,categorical__type_Request,Request,type,0.04908616840839386,0.010972526855766773
linear_svm,Linear SVM,linear,predicted_class,4,15010,categorical__queue_IT Support,IT Support,queue,0.04732510820031166,0.010578867048025131
linear_svm,Linear SVM,linear,predicted_class,5,15005,categorical__language_en,en,language,0.04341438412666321,0.009704679250717163
linear_svm,Linear SVM,linear,predicted_class,6,15004,categorical__language_de,de,language,0.04049798846244812,0.00905275996774435
linear_svm,Linear SVM,linear,predicted_class,7,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.03304215148091316,0.0073861111886799335
linear_svm,Linear SVM,linear,predicted_class,8,15011,categorical__queue_Product Support,Product Support,queue,0.030337316915392876,0.00678148353472352
linear_svm,Linear SVM,linear,predicted_class,9,15007,categorical__queue_Customer Service,Customer Service,queue,0.027309754863381386,0.00610471423715353
linear_svm,Linear SVM,linear,predicted_class,10,15002,categorical__type_Problem,Problem,type,0.021675074473023415,0.004845160059630871
linear_svm,Linear SVM,linear,predicted_class,11,15000,categorical__type_Change,Change,type,0.015824871137738228,0.0035374287981539965
linear_svm,Linear SVM,linear,predicted_class,12,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.01576123759150505,0.0035232044756412506
linear_svm,Linear SVM,linear,predicted_class,13,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.015627199783921242,0.003493242198601365
linear_svm,Linear SVM,linear,predicted_class,14,12581,text__char__em ,[char] em ,text,0.014246569946408272,0.003184621687978506
linear_svm,Linear SVM,linear,predicted_class,15,12401,text__char__dic,[char] dic,text,0.011052632704377174,0.0024706616532057524
linear_svm,Linear SVM,linear,predicted_class,16,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,0.010916825383901596,0.002440303796902299
linear_svm,Linear SVM,linear,predicted_class,17,11145,text__word__would,would,text,0.010369845665991306,0.002318034181371331
linear_svm,Linear SVM,linear,predicted_class,18,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,0.009360017254948616,0.002092301147058606
linear_svm,Linear SVM,linear,predicted_class,19,114,text__word__access logs,access logs,text,0.008844968862831593,0.0019771691877394915
linear_svm,Linear SVM,linear,predicted_class,20,2189,text__word__customer,customer,text,0.00862041674554348,0.001926973694935441
linear_svm,Linear SVM,linear,predicted_class,21,1927,text__word__connectivity,connectivity,text,0.008097226731479168,0.0018100219313055277
linear_svm,Linear SVM,linear,predicted_class,22,7513,text__word__project,project,text,0.008013494312763214,0.001791304675862193
linear_svm,Linear SVM,linear,predicted_class,23,2023,text__word__could,could,text,0.007991389371454716,0.0017863634275272489
linear_svm,Linear SVM,linear,predicted_class,24,409,text__word__aktualisieren,aktualisieren,text,0.00772483367472887,0.0017267786897718906
linear_svm,Linear SVM,linear,predicted_class,25,8641,text__word__seo,seo,text,0.007640345022082329,0.0017078923992812634
linear_svm,Linear SVM,linear,predicted_class,26,9329,text__word__strategies,strategies,text,0.007503880653530359,0.0016773877432569861
linear_svm,Linear SVM,linear,predicted_class,27,6591,text__word__online,online,text,0.007437328342348337,0.0016625107964500785
linear_svm,Linear SVM,linear,predicted_class,28,15009,categorical__queue_Human Resources,Human Resources,queue,0.0073884716257452965,0.00165158964227885
linear_svm,Linear SVM,linear,predicted_class,29,11028,text__word__weiterhin,weiterhin,text,0.007364295888692141,0.001646185526624322
linear_svm,Linear SVM,linear,predicted_class,30,14056,text__char__rate,[char] rate,text,0.007200703024864197,0.001609616563655436
linear_svm,Linear SVM,linear,predicted_class,31,9014,text__word__software,software,text,0.007040473632514477,0.0015737995272502303
linear_svm,Linear SVM,linear,predicted_class,32,11701,text__char__ str,[char]  str,text,0.0070004393346607685,0.0015648504486307502
linear_svm,Linear SVM,linear,predicted_class,33,13439,text__char__mat,[char] mat,text,0.006956940516829491,0.0015551268588751554
linear_svm,Linear SVM,linear,predicted_class,34,6636,text__word__optimization,optimization,text,0.006803169380873442,0.0015207534888759255
linear_svm,Linear SVM,linear,predicted_class,35,13071,text__char__ies,[char] ies,text,0.006565474439412355,0.0014676201390102506
linear_svm,Linear SVM,linear,predicted_class,36,14840,text__char__ver,[char] ver,text,0.006458301562815905,0.0014436631463468075
linear_svm,Linear SVM,linear,predicted_class,37,1957,text__word__content,content,text,0.006210610270500183,0.0013882952043786645
linear_svm,Linear SVM,linear,predicted_class,38,8688,text__word__service,service,text,0.006209914572536945,0.0013881396735087037
linear_svm,Linear SVM,linear,predicted_class,39,12647,text__char__era,[char] era,text,0.006179493851959705,0.001381339505314827
linear_svm,Linear SVM,linear,predicted_class,40,14055,text__char__rat,[char] rat,text,0.005857502110302448,0.0013093628222122788
linear_svm,Linear SVM,linear,predicted_class,41,13509,text__char__mpa,[char] mpa,text,0.005845162086188793,0.0013066043611615896
linear_svm,Linear SVM,linear,predicted_class,42,11710,text__char__ sy,[char]  sy,text,0.005792926996946335,0.001294927904382348
linear_svm,Linear SVM,linear,predicted_class,43,12912,text__char__grati,[char] grati,text,0.0057721128687262535,0.0012902752496302128
linear_svm,Linear SVM,linear,predicted_class,44,4689,text__word__informationen,informationen,text,0.0056905243545770645,0.0012720372760668397
linear_svm,Linear SVM,linear,predicted_class,45,14448,text__char__ste,[char] ste,text,0.00568297179415822,0.0012703489046543837
linear_svm,Linear SVM,linear,predicted_class,46,2635,text__word__details,details,text,0.005446248222142458,0.001217432669363916
linear_svm,Linear SVM,linear,predicted_class,47,9621,text__word__system,system,text,0.00539880245923996,0.0012068268842995167
linear_svm,Linear SVM,linear,predicted_class,48,12755,text__char__eve,[char] eve,text,0.005300990305840969,0.001184962340630591
linear_svm,Linear SVM,linear,predicted_class,49,3511,text__word__experiencing crashes,experiencing crashes,text,0.005229511298239231,0.0011689842212945223
linear_svm,Linear SVM,linear,predicted_class,50,1335,text__word__brand growth,brand growth,text,0.005072398576885462,0.001133863814175129
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,1,15004,categorical__language_de,de,language,1.5594648122787476,0.013125677593052387
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,2,15001,categorical__type_Incident,Incident,type,1.5345510244369507,0.01291598379611969
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,3,15015,categorical__queue_Technical Support,Technical Support,queue,1.4458303451538086,0.012169240973889828
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,4,15003,categorical__type_Request,Request,type,1.3578044176101685,0.011428345926105976
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,5,15002,categorical__type_Problem,Problem,type,1.3255985975265503,0.01115727610886097
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,6,15005,categorical__language_en,en,language,1.2013659477233887,0.010111636482179165
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,7,15011,categorical__queue_Product Support,Product Support,queue,1.1130815744400024,0.009368566796183586
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,8,15007,categorical__queue_Customer Service,Customer Service,queue,1.107177495956421,0.009318873286247253
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,9,15010,categorical__queue_IT Support,IT Support,queue,0.9458498954772949,0.007961013354361057
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,10,15000,categorical__type_Change,Change,type,0.787336528301239,0.0066268411464989185
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,11,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.6679246425628662,0.005621776916086674
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,12,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,0.6451759338378906,0.00543030584231019
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,13,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,0.43622076511383057,0.0036715755704790354
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,14,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.3631480634212494,0.003056538524106145
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,15,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.2786804437637329,0.002345592947676778
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,16,15009,categorical__queue_Human Resources,Human Resources,queue,0.19544342160224915,0.001645004958845675
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,17,9621,text__word__system,system,text,0.16949178278446198,0.0014265755889937282
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,18,9014,text__word__software,software,text,0.16540175676345825,0.0013921507634222507
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,19,2785,text__word__digital,digital,text,0.14261706173419952,0.0012003768933936954
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,20,4895,text__word__integration,integration,text,0.13259725272655487,0.0011160423746332526
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,21,5944,text__word__marketing,marketing,text,0.1279730349779129,0.0010771213565021753
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,22,4630,text__word__information,information,text,0.12765197455883026,0.0010744190076366067
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,23,8382,text__word__saas,saas,text,0.12532274425029755,0.0010548144346103072
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,24,9329,text__word__strategies,strategies,text,0.124725341796875,0.0010497862240299582
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,25,2023,text__word__could,could,text,0.12445167452096939,0.0010474828304722905
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,26,11145,text__word__would,would,text,0.1195034310221672,0.0010058344341814518
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,27,7625,text__word__provide,provide,text,0.11426446586847305,0.0009617392788641155
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,28,2189,text__word__customer,customer,text,0.11410396546125412,0.0009603883372619748
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,29,1330,text__word__brand,brand,text,0.11274465173482895,0.0009489473304711282
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,30,6995,text__word__platform,platform,text,0.11113069206476212,0.000935362942982465
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,31,5513,text__word__könnten,könnten,text,0.1087181568145752,0.0009150572004728019
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,32,10454,text__word__updates,updates,text,0.10851431638002396,0.0009133414714597166
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,33,7513,text__word__project,project,text,0.10258893668651581,0.0008634688565507531
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,34,2635,text__word__details,details,text,0.09733731299638748,0.0008192670647986233
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,35,8143,text__word__resolve,resolve,text,0.09443265199661255,0.000794819148723036
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,36,7807,text__word__recent,recent,text,0.09345702826976776,0.0007866075611673295
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,37,2798,text__word__digital strategies,digital strategies,text,0.09286358207464218,0.0007816126453690231
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,38,14487,text__char__syst,[char] syst,text,0.09134470671415329,0.0007688286132179201
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,39,14488,text__char__syste,[char] syste,text,0.09134470671415329,0.0007688286132179201
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,40,14486,text__char__sys,[char] sys,text,0.09134470671415329,0.0007688286132179201
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,41,14952,text__char__ystem,[char] ystem,text,0.09131442755460739,0.0007685737800784409
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,42,14951,text__char__yste,[char] yste,text,0.09130727499723434,0.0007685135351493955
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,43,14950,text__char__yst,[char] yst,text,0.09126096218824387,0.000768123718444258
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,44,14451,text__char__stem,[char] stem,text,0.09086932986974716,0.0007648274768143892
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,45,11712,text__char__ syst,[char]  syst,text,0.09063475579023361,0.0007628531311638653
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,46,11711,text__char__ sys,[char]  sys,text,0.09063475579023361,0.0007628531311638653
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,47,14938,text__char__you,[char] you,text,0.0892079770565033,0.000750844192225486
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,48,11710,text__char__ sy,[char]  sy,text,0.0889461487531662,0.0007486404501833022
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,49,11767,text__char__ yo,[char]  yo,text,0.08882858604192734,0.0007476509781554341
complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,50,11768,text__char__ you,[char]  you,text,0.08882858604192734,0.0007476509781554341
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,1,15004,categorical__language_de,de,language,1.5624693632125854,0.013143973425030708
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,2,15001,categorical__type_Incident,Incident,type,1.5349040031433105,0.01291208527982235
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,3,15015,categorical__queue_Technical Support,Technical Support,queue,1.429010272026062,0.01202127430588007
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,4,15003,categorical__type_Request,Request,type,1.3632779121398926,0.0114683136343956
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,5,15002,categorical__type_Problem,Problem,type,1.327463984489441,0.011167035438120365
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,6,15005,categorical__language_en,en,language,1.2055597305297852,0.010141539387404919
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,7,15011,categorical__queue_Product Support,Product Support,queue,1.1704983711242676,0.00984659232199192
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,8,15007,categorical__queue_Customer Service,Customer Service,queue,1.0841174125671387,0.009119929745793343
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,9,15010,categorical__queue_IT Support,IT Support,queue,0.9868553876876831,0.008301731199026108
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,10,15000,categorical__type_Change,Change,type,0.7924289107322693,0.006666155997663736
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,11,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.686657726764679,0.005776375997811556
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,12,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,0.6267871856689453,0.0052727265283465385
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,13,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,0.4282330274581909,0.0036024281289428473
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,14,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.34795576333999634,0.0029271109960973263
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,15,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.25040775537490845,0.0021065070759505033
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,16,15009,categorical__queue_Human Resources,Human Resources,queue,0.1834641396999359,0.001543356804177165
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,17,9621,text__word__system,system,text,0.1688414216041565,0.0014203459722921252
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,18,9014,text__word__software,software,text,0.1659916639328003,0.0013963730307295918
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,19,2785,text__word__digital,digital,text,0.14435167610645294,0.0012143307831138372
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,20,4895,text__word__integration,integration,text,0.1327865868806839,0.001117041683755815
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,21,5944,text__word__marketing,marketing,text,0.12987181544303894,0.0010925217065960169
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,22,4630,text__word__information,information,text,0.12772251665592194,0.0010744411265477538
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,23,9329,text__word__strategies,strategies,text,0.12667760252952576,0.0010656509548425674
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,24,2023,text__word__could,could,text,0.12461993843317032,0.0010483412770554423
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,25,8382,text__word__saas,saas,text,0.1242605447769165,0.0010453179711475968
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,26,11145,text__word__would,would,text,0.11993859708309174,0.0010089604184031487
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,27,2189,text__word__customer,customer,text,0.11440552026033401,0.0009624144295230508
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,28,7625,text__word__provide,provide,text,0.11431825160980225,0.0009616803145036101
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,29,1330,text__word__brand,brand,text,0.11347673088312149,0.0009546012151986361
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,30,6995,text__word__platform,platform,text,0.11195860803127289,0.0009418302797712386
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,31,5513,text__word__könnten,könnten,text,0.10827425867319107,0.0009108363883569837
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,32,10454,text__word__updates,updates,text,0.10785651952028275,0.0009073222172446549
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,33,7513,text__word__project,project,text,0.10179635137319565,0.0008563422597944736
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,34,2635,text__word__details,details,text,0.09695272147655487,0.0008155961404554546
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,35,2798,text__word__digital strategies,digital strategies,text,0.09442495554685593,0.0007943317759782076
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,36,8143,text__word__resolve,resolve,text,0.09428015351295471,0.0007931136642582715
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,37,7807,text__word__recent,recent,text,0.09320860356092453,0.0007840994512662292
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,38,14488,text__char__syste,[char] syste,text,0.09109458327293396,0.0007663156720809639
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,39,14487,text__char__syst,[char] syst,text,0.09109458327293396,0.0007663156720809639
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,40,14486,text__char__sys,[char] sys,text,0.09109458327293396,0.0007663156720809639
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,41,14952,text__char__ystem,[char] ystem,text,0.09105967730283737,0.0007660220144316554
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,42,14951,text__char__yste,[char] yste,text,0.09105276316404343,0.0007659638649784029
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,43,14950,text__char__yst,[char] yst,text,0.09101738780736923,0.0007656663074158132
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,44,14451,text__char__stem,[char] stem,text,0.09058775752782822,0.0007620520773343742
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,45,11712,text__char__ syst,[char]  syst,text,0.09043217450380325,0.0007607432780787349
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,46,11711,text__char__ sys,[char]  sys,text,0.09043217450380325,0.0007607432780787349
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,47,14938,text__char__you,[char] you,text,0.08923009037971497,0.00075063097756356
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,48,11767,text__char__ yo,[char]  yo,text,0.08885287493467331,0.0007474577287212014
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,49,11768,text__char__ you,[char]  you,text,0.08885287493467331,0.0007474577287212014
complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,50,11710,text__char__ sy,[char]  sy,text,0.08877076953649521,0.0007467670366168022
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,1,15015,categorical__queue_Technical Support,Technical Support,queue,1.6581443548202515,0.0139039047062397
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,2,15001,categorical__type_Incident,Incident,type,1.5689971446990967,0.013156385160982609
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,3,15004,categorical__language_de,de,language,1.563064694404602,0.013106640428304672
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,4,15002,categorical__type_Problem,Problem,type,1.321064829826355,0.01107741892337799
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,5,15003,categorical__type_Request,Request,type,1.309552788734436,0.010980887338519096
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,6,15005,categorical__language_en,en,language,1.1955660581588745,0.010025084018707275
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,7,15011,categorical__queue_Product Support,Product Support,queue,1.0688085556030273,0.008962194435298443
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,8,15010,categorical__queue_IT Support,IT Support,queue,1.0150012969970703,0.008511008694767952
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,9,15007,categorical__queue_Customer Service,Customer Service,queue,0.9818862676620483,0.008233332075178623
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,10,15000,categorical__type_Change,Change,type,0.7965812087059021,0.0066795083694159985
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,11,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.6480470299720764,0.005434016697108746
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,12,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,0.5886105298995972,0.004935628734529018
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,13,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.422213613986969,0.00354035384953022
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,14,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,0.397655189037323,0.003334426088258624
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,15,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.23780100047588348,0.0019940135534852743
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,16,9621,text__word__system,system,text,0.17488917708396912,0.0014664841582998633
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,17,15009,categorical__queue_Human Resources,Human Resources,queue,0.17066434025764465,0.0014310579281300306
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,18,9014,text__word__software,software,text,0.1666519194841385,0.0013974129687994719
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,19,2785,text__word__digital,digital,text,0.14203715324401855,0.0011910126777365804
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,20,4895,text__word__integration,integration,text,0.13014550507068634,0.001091298647224903
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,21,5944,text__word__marketing,marketing,text,0.12782348692417145,0.0010718279518187046
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,22,4630,text__word__information,information,text,0.1255510151386261,0.0010527728591114283
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,23,8382,text__word__saas,saas,text,0.12356763333082199,0.0010361417662352324
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,24,2023,text__word__could,could,text,0.12287577241659164,0.0010303403250873089
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,25,9329,text__word__strategies,strategies,text,0.12283794581890106,0.0010300230933353305
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,26,11145,text__word__would,would,text,0.11812975257635117,0.000990543863736093
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,27,2189,text__word__customer,customer,text,0.11304358392953873,0.0009478952852077782
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,28,7625,text__word__provide,provide,text,0.11302483826875687,0.0009477380663156509
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,29,6995,text__word__platform,platform,text,0.11275579780340195,0.0009454821120016277
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,30,1330,text__word__brand,brand,text,0.11114313453435898,0.0009319595992565155
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,31,10454,text__word__updates,updates,text,0.11043187230825424,0.0009259954676963389
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,32,5513,text__word__könnten,könnten,text,0.10757537931203842,0.0009020431898534298
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,33,7513,text__word__project,project,text,0.10141003876924515,0.0008503454155288637
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,34,8143,text__word__resolve,resolve,text,0.09532003849744797,0.0007992794271558523
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,35,7807,text__word__recent,recent,text,0.09450308233499527,0.0007924290839582682
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,36,2635,text__word__details,details,text,0.09391560405492783,0.0007875029696151614
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,37,14488,text__char__syste,[char] syste,text,0.09332002699375153,0.0007825089269317687
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,38,14487,text__char__syst,[char] syst,text,0.09332002699375153,0.0007825089269317687
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,39,14486,text__char__sys,[char] sys,text,0.09332002699375153,0.0007825089269317687
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,40,14952,text__char__ystem,[char] ystem,text,0.0932939276099205,0.000782290066126734
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,41,14951,text__char__yste,[char] yste,text,0.0932883620262146,0.0007822433835826814
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,42,14950,text__char__yst,[char] yst,text,0.09323558211326599,0.0007818008307367563
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,43,14451,text__char__stem,[char] stem,text,0.09279465675354004,0.0007781035965308547
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,44,11711,text__char__ sys,[char]  sys,text,0.09278271347284317,0.0007780034211464226
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,45,11712,text__char__ syst,[char]  syst,text,0.09278271347284317,0.0007780034211464226
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,46,2798,text__word__digital strategies,digital strategies,text,0.09091407805681229,0.0007623345009051263
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,47,11710,text__char__ sy,[char]  sy,text,0.09075284004211426,0.0007609825115650892
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,48,14551,text__char__tem,[char] tem,text,0.08968307822942734,0.0007520123035646975
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,49,14938,text__char__you,[char] you,text,0.08799699693918228,0.0007378741283901036
complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,50,11767,text__char__ yo,[char]  yo,text,0.08762600272893906,0.0007347632781602442
complement_naive_bayes,Complement Naive Bayes,naive_bayes,predicted_class,1,15004,categorical__language_de,de,language,1.5620427131652832,0.013048912398517132
complement_naive_bayes,Complement Naive Bayes,naive_bayes,predicted_class,2,15001,categorical__type_Incident,Incident,type,1.550505518913269,0.012952533550560474
complement_naive_bayes,Complement Naive Bayes,naive_bayes,predicted_class,3,15015,categorical__queue_Technical Support,Technical Support,queue,1.5417044162750244,0.01287901122123003
complement_naive_bayes,Complement Naive Bayes,naive_bayes,predicted_class,4,15003,categorical__type_Request,Request,type,1.3449976444244385,0.011235772632062435
complement_naive_bayes,Complement Naive Bayes,naive_bayes,predicted_class,5,15002,categorical__type_Problem,Problem,type,1.3243769407272339,0.011063512414693832
