case_id,case_type,model,model_label,model_family,modeling_row_id,semantic_group_id,actual_class,predicted_class,direction,rank,feature_index,feature_name,feature_label,feature_group,feature_value,shap_value,abs_shap_value
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,2,9159,text__word__special,special,text,0.1670544594526291,-0.12390276789665222,0.12390276789665222
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,3,4598,text__word__industry,industry,text,0.12624166905879974,-0.0932212546467781,0.0932212546467781
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,4,15003,categorical__type_Request,Request,type,1.0,-0.07356951385736465,0.07356951385736465
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,5,6591,text__word__online,online,text,0.08066055923700333,-0.0461285263299942,0.0461285263299942
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,6,5078,text__word__interested understanding,interested understanding,text,0.10195228457450867,-0.04169127345085144,0.04169127345085144
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,7,15005,categorical__language_en,en,language,1.0,-0.039099257439374924,0.039099257439374924
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,8,9947,text__word__timelines,timelines,text,0.14368046820163727,-0.0356404110789299,0.0356404110789299
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,9,13463,text__char__mes,[char] mes,text,0.029829150065779686,-0.0297691710293293,0.0297691710293293
case_02,unanimous_correct_medium,linear_svm,Linear SVM,linear,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,medium,opposes_prediction,10,8709,text__word__services,services,text,0.07020249962806702,-0.026786459609866142,0.026786459609866142
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,1,151,text__word__account management,account management,text,0.14956600964069366,0.3355247378349304,0.3355247378349304
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,2,15015,categorical__queue_Technical Support,Technical Support,queue,1.0,0.31910523772239685,0.31910523772239685
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,3,10985,text__word__ways,ways,text,0.1328556090593338,0.187156081199646,0.187156081199646
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,4,5758,text__word__log,log,text,0.1381816864013672,0.09106892347335815,0.09106892347335815
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,5,2871,text__word__disruption,disruption,text,0.10781589150428772,0.08351224660873413,0.08351224660873413
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,6,9477,text__word__substantial,substantial,text,0.12590444087982178,0.07454892992973328,0.07454892992973328
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,7,1576,text__word__centralized account,centralized account,text,0.16996510326862335,0.06971219182014465,0.06971219182014465
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,8,1575,text__word__centralized,centralized,text,0.1679391860961914,0.06806372851133347,0.06806372851133347
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,9,6704,text__word__outage,outage,text,0.16992373764514923,0.058626238256692886,0.058626238256692886
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,supports_prediction,10,8910,text__word__significant,significant,text,0.08917856961488724,0.05596375837922096,0.05596375837922096
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,1,149,text__word__account,account,text,0.25107795000076294,-0.23421268165111542,0.23421268165111542
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,2,15001,categorical__type_Incident,Incident,type,1.0,-0.1450185626745224,0.1450185626745224
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,3,458,text__word__alternative,alternative,text,0.13413800299167633,-0.05187026038765907,0.05187026038765907
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,4,2717,text__word__devices,devices,text,0.07620551437139511,-0.05023295432329178,0.05023295432329178
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,5,12353,text__char__date ,[char] date ,text,0.02925015054643154,-0.031992312520742416,0.031992312520742416
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,6,13107,text__char__imes ,[char] imes ,text,0.045345745980739594,-0.03119439259171486,0.03119439259171486
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,7,8769,text__word__settings,settings,text,0.07876382768154144,-0.02979310229420662,0.02979310229420662
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,8,2039,text__word__could please,could please,text,0.07123596221208572,-0.029655328020453453,0.029655328020453453
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,9,13464,text__char__mes ,[char] mes ,text,0.04013776406645775,-0.02902347780764103,0.02902347780764103
case_03,unanimous_correct_high,linear_svm,Linear SVM,linear,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,high,opposes_prediction,10,2189,text__word__customer,customer,text,0.04827238991856575,-0.026806436479091644,0.026806436479091644
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,1,6082,text__word__meet expectations,meet expectations,text,0.15108585357666016,0.23770776391029358,0.23770776391029358
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,2,10594,text__word__usb,usb,text,0.13714554905891418,0.10975425690412521,0.10975425690412521
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,3,11076,text__word__wireless,wireless,text,0.14670982956886292,0.057119812816381454,0.057119812816381454
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,4,15001,categorical__type_Incident,Incident,type,1.0,0.028654715046286583,0.028654715046286583
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,5,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,1.0,0.027785539627075195,0.027785539627075195
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,6,7764,text__word__reaching,reaching,text,0.07687466591596603,0.025026675313711166,0.025026675313711166
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,7,143,text__word__accessories,accessories,text,0.16940847039222717,0.021481143310666084,0.021481143310666084
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,8,12883,text__char__gin,[char] gin,text,0.04648299142718315,0.021080218255519867,0.021080218255519867
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,9,12274,text__char__cka,[char] cka,text,0.047009166330099106,0.020290065556764603,0.020290065556764603
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,supports_prediction,10,14165,text__char__riv,[char] riv,text,0.030991794541478157,0.01942828856408596,0.01942828856408596
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,1,3098,text__word__electronic,electronic,text,0.26092901825904846,-0.2707288861274719,0.2707288861274719
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,2,8262,text__word__return,return,text,0.23791371285915375,-0.0717664510011673,0.0717664510011673
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,3,1737,text__word__come,come,text,0.15672755241394043,-0.060005612671375275,0.060005612671375275
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,4,6222,text__word__minor,minor,text,0.15494351089000702,-0.054401736706495285,0.054401736706495285
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,5,15005,categorical__language_en,en,language,1.0,-0.039099257439374924,0.039099257439374924
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,6,6081,text__word__meet,meet,text,0.10642670094966888,-0.01996077224612236,0.01996077224612236
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,7,13605,text__char__nic,[char] nic,text,0.04565557837486267,-0.019829990342259407,0.019829990342259407
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,8,11077,text__word__wireless mouse,wireless mouse,text,0.18129530549049377,-0.019076500087976456,0.019076500087976456
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,9,14807,text__char__urn,[char] urn,text,0.06265298277139664,-0.016952460631728172,0.016952460631728172
case_04,typical_low_to_medium,linear_svm,Linear SVM,linear,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,medium,opposes_prediction,10,14068,text__char__rd ,[char] rd ,text,0.019710566848516464,-0.01283528283238411,0.01283528283238411
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,1,11097,text__word__wohlbehalten schreibe,wohlbehalten schreibe,text,0.15996770560741425,0.11970214545726776,0.11970214545726776
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,2,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,0.1054668053984642,0.1054668053984642
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,3,10211,text__word__umfassende,umfassende,text,0.11273083090782166,0.09467855095863342,0.09467855095863342
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,4,2242,text__word__daran interessiert,daran interessiert,text,0.10937650501728058,0.09288187325000763,0.09288187325000763
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,5,4782,text__word__insbesondere möchte,insbesondere möchte,text,0.14403851330280304,0.08813638985157013,0.08813638985157013
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,6,5066,text__word__interessiert mehr,interessiert mehr,text,0.1118335947394371,0.08487942069768906,0.08487942069768906
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,7,2240,text__word__daran,daran,text,0.09621497988700867,0.06823594868183136,0.06823594868183136
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,8,5925,text__word__marke,marke,text,0.1155635192990303,0.05619097128510475,0.05619097128510475
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,9,5531,text__word__kürzlich,kürzlich,text,0.10295882076025009,0.0539071150124073,0.0539071150124073
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,supports_prediction,10,13785,text__char__one,[char] one,text,0.038738273084163666,0.05345986783504486,0.05345986783504486
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,1,15003,categorical__type_Request,Request,type,1.0,-0.14124110341072083,0.14124110341072083
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,2,3277,text__word__erfahren,erfahren,text,0.14238125085830688,-0.11539576947689056,0.11539576947689056
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,3,8505,text__word__schreibe detaillierte,schreibe detaillierte,text,0.15550187230110168,-0.0909993126988411,0.0909993126988411
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,4,15004,categorical__language_de,de,language,1.0,-0.07327226549386978,0.07327226549386978
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,5,3432,text__word__eventuelle,eventuelle,text,0.13085009157657623,-0.034495092928409576,0.034495092928409576
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,6,12154,text__char__bot,[char] bot,text,0.032327715307474136,-0.021745845675468445,0.021745845675468445
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,7,12690,text__char__err,[char] err,text,0.02102602645754814,-0.020420866087079048,0.020420866087079048
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,8,12487,text__char__ebo,[char] ebo,text,0.026131734251976013,-0.016422707587480545,0.016422707587480545
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,9,12659,text__char__eress,[char] eress,text,0.027048464864492416,-0.011099310591816902,0.011099310591816902
case_05,typical_high_to_medium,linear_svm,Linear SVM,linear,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,low,opposes_prediction,10,13577,text__char__nfor,[char] nfor,text,0.022341864183545113,-0.009676448069512844,0.009676448069512844
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,1,15015,categorical__queue_Technical Support,Technical Support,queue,1.0,0.31910523772239685,0.31910523772239685
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,2,7948,text__word__reibungslose integration,reibungslose integration,text,0.16477040946483612,0.17774005234241486,0.17774005234241486
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,3,15003,categorical__type_Request,Request,type,1.0,0.09067363291978836,0.09067363291978836
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,4,5450,text__word__komponenten,komponenten,text,0.15320666134357452,0.06966890394687653,0.06966890394687653
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,5,10761,text__word__verfügbaren,verfügbaren,text,0.10564883053302765,0.04269074648618698,0.04269074648618698
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,6,3266,text__word__entscheidend,entscheidend,text,0.11758612096309662,0.041869331151247025,0.041869331151247025
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,7,14539,text__char__tech,[char] tech,text,0.03477667272090912,0.02422202005982399,0.02422202005982399
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,8,14659,text__char__trukt,[char] trukt,text,0.05036754161119461,0.021075023338198662,0.021075023338198662
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,9,14751,text__char__uktur,[char] uktur,text,0.05036754161119461,0.021075023338198662,0.021075023338198662
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,supports_prediction,10,14279,text__char__ruktu,[char] ruktu,text,0.05036754161119461,0.021075023338198662,0.021075023338198662
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,1,2589,text__word__deren,deren,text,0.11867926269769669,-0.09459394961595535,0.09459394961595535
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,2,15004,categorical__language_de,de,language,1.0,-0.0882498174905777,0.0882498174905777
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,3,6385,text__word__nehme,nehme,text,0.16066551208496094,-0.07499631494283676,0.07499631494283676
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,4,6386,text__word__nehme kontakt,nehme kontakt,text,0.16066551208496094,-0.07499631494283676,0.07499631494283676
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,5,5057,text__word__interessieren,interessieren,text,0.12218400090932846,-0.06704248487949371,0.06704248487949371
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,6,10211,text__word__umfassende,umfassende,text,0.11198700964450836,-0.06356934458017349,0.06356934458017349
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,7,4689,text__word__informationen,informationen,text,0.10637269169092178,-0.06011292710900307,0.06011292710900307
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,8,1178,text__word__besonders,besonders,text,0.10051917284727097,-0.047576483339071274,0.047576483339071274
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,9,620,text__word__anpassung,anpassung,text,0.12540218234062195,-0.03512214496731758,0.03512214496731758
case_06,critical_low_to_high,linear_svm,Linear SVM,linear,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,10,2635,text__word__details,details,text,0.057931892573833466,-0.028775565326213837,0.028775565326213837
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,1,1301,text__word__bitte zusätzliche,bitte zusätzliche,text,0.35136088728904724,0.16978205740451813,0.16978205740451813
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,2,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,0.1054668053984642,0.1054668053984642
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,3,6034,text__word__mcafee,mcafee,text,0.3354232907295227,0.1013626828789711,0.1013626828789711
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,4,5514,text__word__könnten bitte,könnten bitte,text,0.19065983593463898,0.09995311498641968,0.09995311498641968
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,5,12783,text__char__fee ,[char] fee ,text,0.09051930159330368,0.0669945478439331,0.0669945478439331
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,6,4689,text__word__informationen,informationen,text,0.15427134931087494,0.06688068062067032,0.06688068062067032
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,7,1158,text__word__bereitstellen,bereitstellen,text,0.18857869505882263,0.0538843534886837,0.0538843534886837
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,8,12782,text__char__fee,[char] fee,text,0.06556061655282974,0.05274584889411926,0.05274584889411926
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,9,13785,text__char__one,[char] one,text,0.03647221624851227,0.05001040920615196,0.05001040920615196
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,10,11904,text__char__afee ,[char] afee ,text,0.09411002695560455,0.0427398644387722,0.0427398644387722
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,1,15003,categorical__type_Request,Request,type,1.0,-0.14124110341072083,0.14124110341072083
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,2,15004,categorical__language_de,de,language,1.0,-0.07327226549386978,0.07327226549386978
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,3,5770,text__word__logitech,logitech,text,0.3434155583381653,-0.048632510006427765,0.048632510006427765
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,4,9318,text__word__strategien,strategien,text,0.21391677856445312,-0.04711165651679039,0.04711165651679039
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,5,12858,text__char__ge ,[char] ge ,text,0.03409549966454506,-0.020579738542437553,0.020579738542437553
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,6,14056,text__char__rate,[char] rate,text,0.03098306804895401,-0.018169160932302475,0.018169160932302475
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,7,11701,text__char__ str,[char]  str,text,0.034182243049144745,-0.015139227733016014,0.015139227733016014
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,8,14636,text__char__tra,[char] tra,text,0.029526853933930397,-0.014549479819834232,0.014549479819834232
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,9,13577,text__char__nfor,[char] nfor,text,0.026072269305586815,-0.011936142109334469,0.011936142109334469
case_07,critical_high_to_low,linear_svm,Linear SVM,linear,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,10,14467,text__char__stru,[char] stru,text,0.04941348731517792,-0.011887946166098118,0.011887946166098118
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,1,8621,text__word__send,send,text,0.1632552593946457,0.21272972226142883,0.21272972226142883
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,2,11112,text__word__work,work,text,0.11405495554208755,0.1316332370042801,0.1316332370042801
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,3,4679,text__word__information services,information services,text,0.1344352513551712,0.12184596061706543,0.12184596061706543
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,4,15011,categorical__queue_Product Support,Product Support,queue,1.0,0.12174424529075623,0.12174424529075623
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,5,2624,text__word__detailed information,detailed information,text,0.14822213351726532,0.10013178735971451,0.10013178735971451
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,6,6811,text__word__packages,packages,text,0.1430981606245041,0.09414522349834442,0.09414522349834442
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,7,9810,text__word__team hope,team hope,text,0.11888162046670914,0.060813307762145996,0.060813307762145996
case_08,model_disagreement_1,linear_svm,Linear SVM,linear,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,8,7648,text__word__provided,provided,text,0.10839591920375824,0.05673796311020851,0.05673796311020851
