modeling_row_id,semantic_group_id,priority,priority_encoded,analysis_role,is_global_h2_case,is_faithfulness_case,is_xgboost_sensitivity_case,is_local_case,case_id,case_type,type,language,queue,sentiment_negative,sentiment_neutral,sentiment_positive,text,text_clean,pred_logistic_regression,pred_linear_svm,pred_complement_naive_bayes,pred_knn_cosine,pred_random_forest,pred_xgboost,pred_lightgbm,pred_final_model
16456,8bad6e793a45ea7d0b020021a0e0157e41fb9d46,high,2,global_h2,True,False,False,False,,,Request,de,IT Support,0.017941887,0.82674354,0.15531455,"Hilfe bei Anlagen-Daten Kontaktieren Sie uns für weitere Optimierungen Ihrer Anlagestrategien und Datenaufbereitungslösungen. Wir sind bereit, Ihnen weitere Informationen zu diesem Thema bereitzustellen.","hilfe bei anlagen-daten kontaktieren sie uns für weitere optimierungen ihrer anlagestrategien und datenaufbereitungslösungen. wir sind bereit, ihnen weitere informationen zu diesem thema bereitzustellen.",2,2,1,2,1,1,2,2
16852,ef9cef33c7656ff9bf78bea9d743667d0f23b31f,high,2,global_h2,True,True,True,False,,,Request,de,IT Support,0.037686795,0.8617809,0.10053226,Hilfe bei der Integration des Projektor in ClickUp und RapidMiner Können Sie detaillierte Integrationsanweisungen für die Nutzung des Projektor in ClickUp und RapidMiner bereitstellen?,hilfe bei der integration des projektor in clickup und rapidminer können sie detaillierte integrationsanweisungen für die nutzung des projektor in clickup und rapidminer bereitstellen?,1,1,1,2,1,2,1,1
16920,94dfa1499520f91ce203313a6c3739ee0599f67c,high,2,global_h2,True,True,True,False,,,Incident,de,Service Outages and Maintenance,0.6863513,0.28166014,0.031988647,"Service Unterbrechung wir erleben momentan signifikante Dienstunterbrechungen bei mehreren Integrationsdiensten. es wird vermutet, dass die neuesten Systemupdates die Serverlast erhöht haben. unser team hat versucht, die betroffenen Dienste neu zu starten und die updates rückgängig zu machen, jedoch konnte das problem leider nicht sofort gelöst werden. wir arbeiten intensiv daran, die Ursache zu identifizieren und eine Lösung zu implementieren, um dies so schnell wie möglich zu beheben. bitte entschuldigen Sie die Unannehmlichkeiten und die Unterbrechung, die durch die Dienstunterbrechung verursacht werden mag. wir bedanken uns für Ihr Verständnis und Ihre Geduld. falls Sie weitere Fragen oder Bedenken haben, melden Sie uns bitte. wir informieren Sie gerne über den aktuellen Stand und schätzen Ihre Bemerkungen zu diesem Thema schätzen.","service unterbrechung wir erleben momentan signifikante dienstunterbrechungen bei mehreren integrationsdiensten. es wird vermutet, dass die neuesten systemupdates die serverlast erhöht haben. unser team hat versucht, die betroffenen dienste neu zu starten und die updates rückgängig zu machen, jedoch konnte das problem leider nicht sofort gelöst werden. wir arbeiten intensiv daran, die ursache zu identifizieren und eine lösung zu implementieren, um dies so schnell wie möglich zu beheben. bitte entschuldigen sie die unannehmlichkeiten und die unterbrechung, die durch die dienstunterbrechung verursacht werden mag. wir bedanken uns für ihr verständnis und ihre geduld. falls sie weitere fragen oder bedenken haben, melden sie uns bitte. wir informieren sie gerne über den aktuellen stand und schätzen ihre bemerkungen zu diesem thema schätzen.",2,2,2,2,2,2,2,2
17058,6e0ca19dd2a6404221b121f91d9e0c93e0ca28ba,high,2,global_h2,True,True,False,False,,,Request,de,Technical Support,0.21737874,0.6000609,0.18256037,"Anfrage zur Sicherung medizinischer Daten mit Moodle Redis Sehr geehrte Kundenservice, ich schreibe an, um zu erkunden, wie es möglich ist, medizinische Daten in einem Moodle Redis 6.2 System im Krankenhaus-IT-Umfeld sicherzustellen. Ich suche nach einer robusten und sicheren Systemimplementierung, die sensiblen Patientendaten speichern und verwalten kann. Könnten Sie Rat geben, wie wir Moodle Redis konfigurieren können, um die Vertraulichkeit, Integrität und Verfügbarkeit unserer medizinischen Daten zu gewährleisten? Vorschläge und Ressourcen, die den spezifischen Anforderungen entsprechen, würden uns sehr schätzen. Insbesondere sind wir an Informationen zu Verschlüsselungsmethoden, Zugriffskontrollen und Wiederherstellungsverfahren interessiert. Vielen Dank!","anfrage zur sicherung medizinischer daten mit moodle redis sehr geehrte kundenservice, ich schreibe an, um zu erkunden, wie es möglich ist, medizinische daten in einem moodle redis 6.2 system im krankenhaus-it-umfeld sicherzustellen. ich suche nach einer robusten und sicheren systemimplementierung, die sensiblen patientendaten speichern und verwalten kann. könnten sie rat geben, wie wir moodle redis konfigurieren können, um die vertraulichkeit, integrität und verfügbarkeit unserer medizinischen daten zu gewährleisten? vorschläge und ressourcen, die den spezifischen anforderungen entsprechen, würden uns sehr schätzen. insbesondere sind wir an informationen zu verschlüsselungsmethoden, zugriffskontrollen und wiederherstellungsverfahren interessiert. vielen dank!",2,2,2,2,2,2,1,2
17195,aec9b3ca909e3f05a521834b58ae6260e41339a8,high,2,global_h2,True,True,True,False,,,Request,en,Returns and Exchanges,0.019374019,0.4178419,0.56278414,Enhancing Investment Tactics with MATLAB Would you like to know more about optimizing investment tactics using MATLAB R2021a data analytics services to potentially enhance returns?,enhancing investment tactics with matlab would you like to know more about optimizing investment tactics using matlab r2021a data analytics services to potentially enhance returns?,1,2,1,2,1,1,2,1
17375,eb57471dc3c56c03b8ea44c30981305a5670cdf6,high,2,global_h2,True,False,True,False,,,Request,en,IT Support,0.03184653,0.38489297,0.5832604,"Improvement of Brand Foundation with Digital Strategies Please contact us to inquire about digital strategies that our company offers for brand foundation. Could you provide more details on the offered services and their benefits for your company? I would be glad to share information on our approach to achieving a digital brand presence and better results for your customers, which may assist in your decision-making process if you are considering collaboration. Thank you for your time, and I look forward to your response.","improvement of brand foundation with digital strategies please contact us to inquire about digital strategies that our company offers for brand foundation. could you provide more details on the offered services and their benefits for your company? i would be glad to share information on our approach to achieving a digital brand presence and better results for your customers, which may assist in your decision-making process if you are considering collaboration. thank you for your time, and i look forward to your response.",2,2,1,2,2,1,1,1
17502,01551888752ba9588bc0ea75a4b728a561d3a6a5,high,2,global_h2,True,False,False,False,,,Problem,en,Technical Support,0.5690884,0.36405432,0.0668573,"System Performance Challenges with Data Analytics Tools Currently facing system performance challenges while using data analytics tools for investment optimization. The issue might be due to high CPU usage caused by multiple applications running simultaneously. So far, closing non-essential applications and restarting the system helped to some extent, but the problem still persists. Assistance is needed to resolve this.","system performance challenges with data analytics tools currently facing system performance challenges while using data analytics tools for investment optimization. the issue might be due to high cpu usage caused by multiple applications running simultaneously. so far, closing non-essential applications and restarting the system helped to some extent, but the problem still persists. assistance is needed to resolve this.",2,2,2,2,2,2,2,2
17814,fc5cce8800169d27ce2b0f0f3f41115ad9bc92ce,high,2,global_h2,True,False,True,False,,,Incident,en,Returns and Exchanges,0.4009043,0.38603818,0.21305759,"Assistance Required for Digital Growth Strategies Customer Support, Our products are underperforming on digital platforms, resulting in reduced brand visibility and engagement. This could be due to ineffective marketing strategies and insufficient SEO practices. We have implemented social media campaigns and optimized website content, but the improvements have not been significant. We urgently need assistance to enhance our digital growth strategies and improve our online presence. Our team has tried various approaches, but we have not achieved the desired results. We would appreciate your guidance.","assistance required for digital growth strategies customer support, our products are underperforming on digital platforms, resulting in reduced brand visibility and engagement. this could be due to ineffective marketing strategies and insufficient seo practices. we have implemented social media campaigns and optimized website content, but the improvements have not been significant. we urgently need assistance to enhance our digital growth strategies and improve our online presence. our team has tried various approaches, but we have not achieved the desired results. we would appreciate your guidance.",1,1,1,1,1,1,2,2
17925,a53e4d9d19f268a8c35f356b5248330ed41df685,high,2,global_h2,True,True,True,False,,,Incident,en,Service Outages and Maintenance,0.76247674,0.21413743,0.023385841,Concern Regarding Data Analytics Service Our service for data analytics has encountered a disruption that affects the optimization of your investment. This issue might be due to recent server maintenance.,concern regarding data analytics service our service for data analytics has encountered a disruption that affects the optimization of your investment. this issue might be due to recent server maintenance.,2,2,2,2,2,2,2,2
18151,4e4b4baf56618180c52618d2add4fcac244c7eaa,high,2,global_h2,True,True,True,False,,,Incident,de,Technical Support,0.60218817,0.36073345,0.0370783,"Medizinische Daten und potenzielle Software-Vulnerabilität - Zugangssteuerung gefährdet Medizinische Daten könnten durch eine Software-Vulnerabilität gefährdet sein, insbesondere bei der Zugangssteuerung. Wir haben bereits Aktualisierungen und ein Sicherheitsaudit eingeleitet.","medizinische daten und potenzielle software-vulnerabilität - zugangssteuerung gefährdet medizinische daten könnten durch eine software-vulnerabilität gefährdet sein, insbesondere bei der zugangssteuerung. wir haben bereits aktualisierungen und ein sicherheitsaudit eingeleitet.",2,2,2,2,2,2,2,2
18762,f602465ebb50b0e6f008bcdb550cb718e3b76f87,high,2,global_h2,True,False,False,False,,,Incident,en,Service Outages and Maintenance,0.71439904,0.26241487,0.023186019,Support Service Inquiry Facing a service disruption that is affecting strategic plans,support service inquiry facing a service disruption that is affecting strategic plans,2,2,2,2,2,2,2,2
19154,be1187f9e1293cc1eec5afe91eb3e8a51c55f327,high,2,global_h2,True,True,False,False,,,Incident,en,Product Support,0.53162605,0.28022093,0.18815309,"Support Needed for Misleading Investment Data in Analytics Dashboard The analytics dashboard is currently showing incorrect investment data, which is impacting our decision-making process. This issue might have arisen from a recent software update. Despite trying to revert to previous versions and checking data integrations, the problem still persists. We would greatly appreciate your prompt assistance in resolving this issue. Accurate data is crucial for making informed decisions.","support needed for misleading investment data in analytics dashboard the analytics dashboard is currently showing incorrect investment data, which is impacting our decision-making process. this issue might have arisen from a recent software update. despite trying to revert to previous versions and checking data integrations, the problem still persists. we would greatly appreciate your prompt assistance in resolving this issue. accurate data is crucial for making informed decisions.",0,0,0,1,1,1,1,1
19452,cd9190e7a7205b115cd5ad5362420e5e379a9430,high,2,global_h2,True,True,False,False,,,Incident,en,Technical Support,0.6540765,0.31049693,0.03542652,"Support Needed for Financial Firm's Data Analytics Software The data analytics software used by the financial firm is experiencing crashes, impacting investment analysis. Incompatible updates or low system resources might be the cause. Reinstalling the software after clearing caches resolved the issue.","support needed for financial firm's data analytics software the data analytics software used by the financial firm is experiencing crashes, impacting investment analysis. incompatible updates or low system resources might be the cause. reinstalling the software after clearing caches resolved the issue.",2,2,2,2,2,2,2,2
19653,7edfc7c46ca847afca6263fd7ce499663bbd75e2,high,2,global_h2,True,True,False,False,,,Problem,de,Technical Support,0.24766698,0.72036,0.031972952,"Probleme mit der Datenbankverbindung Das Team hat während des Zugriffs auf Projektdaten in der SaaS-Plattform eine Datenbankverbindung fehler erkannt. Dies könnte auf jüngste Updates von Microsoft SQL Server 2019 und MySQL 8.0 zurückzuführen sein, die die Kompatibilität beeinträchtigen. Versucht hat das Team, die Datenbankdienste neu zu starten und nach neueren Konfigurationsänderungen zu suchen, aber das Problem behält sich bestanden. Hilfe zur Lösung des Problems wird geschätzt, sobald möglich ist.","probleme mit der datenbankverbindung das team hat während des zugriffs auf projektdaten in der saas-plattform eine datenbankverbindung fehler erkannt. dies könnte auf jüngste updates von microsoft sql server 2019 und mysql 8.0 zurückzuführen sein, die die kompatibilität beeinträchtigen. versucht hat das team, die datenbankdienste neu zu starten und nach neueren konfigurationsänderungen zu suchen, aber das problem behält sich bestanden. hilfe zur lösung des problems wird geschätzt, sobald möglich ist.",2,2,2,2,2,2,2,2
19729,722399eeadaa978271fc8899662f99a5f4b98bcb,high,2,global_h2,True,True,False,False,,,Problem,en,IT Support,0.43747902,0.49986628,0.06265462,"Issues Identified in Webex Meetings Facing connectivity problems with Cisco Webex Meetings, which is affecting investment analytics sessions following recent network adjustments made on the Ubiquiti UniFi Dream Machine. Have already rebooted and verified the firewall settings, but the issues continue.","issues identified in webex meetings facing connectivity problems with cisco webex meetings, which is affecting investment analytics sessions following recent network adjustments made on the ubiquiti unifi dream machine. have already rebooted and verified the firewall settings, but the issues continue.",2,2,2,2,2,2,1,1
20097,974b28ba422d02d59f6e92f2cac7cca87e2fa3db,high,2,global_h2,True,False,False,False,,,Incident,de,Human Resources,0.1937576,0.7496657,0.056576777,Sicherheitslücke in Krankenhaus-Systemen identifiziert Es wurde eine Sicherheitslücke in Krankenhaus-Systemen festgestellt.,sicherheitslücke in krankenhaus-systemen identifiziert es wurde eine sicherheitslücke in krankenhaus-systemen festgestellt.,1,1,0,0,0,0,1,1
20127,bf27348b05798b128ec74fd5ec29820c8b97f4e6,high,2,global_h2,True,False,False,False,,,Incident,en,Product Support,0.5254981,0.405305,0.06919688,"Problem with Squarespace Integration Marketing campaigns have been halted due to integration issues with Squarespace and Zapier. This might be related to recent updates. I have tried resetting the connections and reconfiguring the integrations, but the issue still persists. I need assistance to resolve this issue as soon as possible, in case it is convenient for you.","problem with squarespace integration marketing campaigns have been halted due to integration issues with squarespace and zapier. this might be related to recent updates. i have tried resetting the connections and reconfiguring the integrations, but the issue still persists. i need assistance to resolve this issue as soon as possible, in case it is convenient for you.",2,2,2,1,2,1,2,2
20454,634801a6dd3b414fb64c14a86f1f7d71d78b4939,high,2,global_h2,True,False,False,False,,,Incident,en,Technical Support,0.8656824,0.116317734,0.01799986,"Security Breach Involving Medical Data An unauthorized access incident has compromised medical data. This may be due to insufficient firewall protections. Scans have been conducted and protocols updated, but vulnerabilities persist.","security breach involving medical data an unauthorized access incident has compromised medical data. this may be due to insufficient firewall protections. scans have been conducted and protocols updated, but vulnerabilities persist.",1,1,2,2,2,2,2,2
20503,b9c31e796b53dcc6e3fe9611f75cc360631ae9ed,high,2,global_h2,True,False,False,False,,,Incident,de,Technical Support,0.34573844,0.5818249,0.07243658,"System Absturz - Hilfe erforderlich Sehr geehrte Kundenservice-Teams, Wir erleben einen Systemabsturz bei unserer Projektmanagement-Software-as-a-Service, insbesondere die Benutzerzugriffsfunktionen sind beeinträchtigt. Das Problem scheint mit Kompatibilitätsproblemen zu Node.js 14.17 und neueren Updates der integrierten Werkzeuge in Verbindung zu stehen. Obwohl wir versucht haben, den Server neu zu starten und die Updates zu rückgängig zu machen, besteht das Problem weiterhin. Wir benötigen dringend Ihre Unterstützung, um das Problem zu beheben und die vollständige Funktionalität des Systems wiederherzustellen. Bitte geben Sie uns eine schnelle Lösung und leiten Sie die notwendigen Schritte zur Lösung des Problems ein. Wir danken Ihnen für Ihre dringende Beachtung des Problems.","system absturz - hilfe erforderlich sehr geehrte kundenservice-teams, wir erleben einen systemabsturz bei unserer projektmanagement-software-as-a-service, insbesondere die benutzerzugriffsfunktionen sind beeinträchtigt. das problem scheint mit kompatibilitätsproblemen zu node.js 14.17 und neueren updates der integrierten werkzeuge in verbindung zu stehen. obwohl wir versucht haben, den server neu zu starten und die updates zu rückgängig zu machen, besteht das problem weiterhin. wir benötigen dringend ihre unterstützung, um das problem zu beheben und die vollständige funktionalität des systems wiederherzustellen. bitte geben sie uns eine schnelle lösung und leiten sie die notwendigen schritte zur lösung des problems ein. wir danken ihnen für ihre dringende beachtung des problems.",2,2,2,2,2,2,2,2
20548,029da02be16992909b1d7a1efd59cb24dc988e92,high,2,global_h2,True,False,False,False,,,Request,de,Billing and Payments,0.107377514,0.5936511,0.29897133,"Beratung zu Sicherung medizinischer Daten auf IBM Cloud Lieber Kundenservice, ich möchte mich an Sie wenden, um die besten Praktiken zur Sicherung medizinischer Daten auf IBM Cloud zu erlangen, insbesondere für den Bereich der IT-Abteilung eines Krankenhauses. Ich würde gern Empfehlungen zu Richtlinien zur Verschlüsselung der Daten, Zugriffssteuerungen und der Einhaltung relevanter Vorschriften bekommen. Darüber hinaus interessiere ich mich für zusätzliche Sicherheitsfunktionen von IBM Cloud, die verwendet werden können, um vertrauliche medizinische Informationen zu schützen. Ich freue mich auf Ihre Unterstützung. Vielen Dank für Ihre Zeit.","beratung zu sicherung medizinischer daten auf ibm cloud lieber kundenservice, ich möchte mich an sie wenden, um die besten praktiken zur sicherung medizinischer daten auf ibm cloud zu erlangen, insbesondere für den bereich der it-abteilung eines krankenhauses. ich würde gern empfehlungen zu richtlinien zur verschlüsselung der daten, zugriffssteuerungen und der einhaltung relevanter vorschriften bekommen. darüber hinaus interessiere ich mich für zusätzliche sicherheitsfunktionen von ibm cloud, die verwendet werden können, um vertrauliche medizinische informationen zu schützen. ich freue mich auf ihre unterstützung. vielen dank für ihre zeit.",1,1,0,2,1,1,1,1
20997,8d377f1c548624760463b804089a163d79f168ea,high,2,global_h2,True,True,True,False,,,Problem,en,Returns and Exchanges,0.68739235,0.2770944,0.035513226,"Support Inquiry for Adobe Premiere Pro 2021 Facing challenges with Adobe Premiere Pro 2021 frequently crashing on MacBook Pro during video edits, suspecting compatibility problems. Consider reinstallation of the software and updating the operating system to fix the issue.","support inquiry for adobe premiere pro 2021 facing challenges with adobe premiere pro 2021 frequently crashing on macbook pro during video edits, suspecting compatibility problems. consider reinstallation of the software and updating the operating system to fix the issue.",1,1,2,2,2,2,2,2
21238,5ca95aebced8afdeea96ceba59785c691932ee54,high,2,global_h2,True,True,True,False,,,Incident,de,Service Outages and Maintenance,0.43704113,0.52629936,0.036659524,"geehrte Kundenservice, Erfahrungen mit Dienstleistungsunterbrechungen und Systemneustarten aufgrund von Softwarekompatibilitätserfahrungen Node.js 14.17 Ubuntu 20.04 LTS geehrte Kundenservice, leider mussten wir Dienstleistungsunterbrechungen erleben, die mehrere Systeme betreffen und die Sicherung medizinischer Daten beeinträchtigen. Wir haben Systeme neugestartet und Aktualisierungen geprüft, aber das Problem behält sich bestehen. Die Unterbrechung ist unerwartet und beeinträchtigt unsere Fähigkeit, kritische Daten zu erreichen. Wir bitten um Unterstützung, um das Problem bald lösen zu können und weitere Störungen zu vermeiden. Bitte geben Sie uns die nächsten Schritte zur Lösung des Problems bekannt.","geehrte kundenservice, erfahrungen mit dienstleistungsunterbrechungen und systemneustarten aufgrund von softwarekompatibilitätserfahrungen node.js 14.17 ubuntu 20.04 lts geehrte kundenservice, leider mussten wir dienstleistungsunterbrechungen erleben, die mehrere systeme betreffen und die sicherung medizinischer daten beeinträchtigen. wir haben systeme neugestartet und aktualisierungen geprüft, aber das problem behält sich bestehen. die unterbrechung ist unerwartet und beeinträchtigt unsere fähigkeit, kritische daten zu erreichen. wir bitten um unterstützung, um das problem bald lösen zu können und weitere störungen zu vermeiden. bitte geben sie uns die nächsten schritte zur lösung des problems bekannt.",2,2,2,2,2,2,2,2
21251,53dee42fe0a232de4776bad870fc421ea619450c,high,2,global_h2,True,True,False,False,,,Change,de,Service Outages and Maintenance,0.108531244,0.38895884,0.50250995,"Erweiterte Sicherheitsmaßnahmen Sehr geehrte Kundenservice, ich möchte die Sicherheitsmaßnahmen erhöhen, um die medizinischen Daten der Krankenhaus-IT-Infrastruktur zu schützen. Es ist wichtig, Datenverstöße zu vermeiden und die Integrität sensibler Patientendaten zu gewährleisten. Ich hoffe, dass die Angelegenheit schnell und effizient behandelt wird, damit ich mögliche Lösungen erhalten kann.","erweiterte sicherheitsmaßnahmen sehr geehrte kundenservice, ich möchte die sicherheitsmaßnahmen erhöhen, um die medizinischen daten der krankenhaus-it-infrastruktur zu schützen. es ist wichtig, datenverstöße zu vermeiden und die integrität sensibler patientendaten zu gewährleisten. ich hoffe, dass die angelegenheit schnell und effizient behandelt wird, damit ich mögliche lösungen erhalten kann.",2,2,2,2,2,2,2,2
21426,bb25da76beead27c412bd7be018a1ea59a5e3320,high,2,global_h2,True,True,False,False,,,Incident,en,Technical Support,0.79215175,0.18187772,0.025970597,"Request for Technical Support Due to System Downtime Our marketing agency has experienced system failures, which have significantly impacted our critical digital strategies due to increased server load from higher traffic. We restarted the servers and cleared the caches, but the issues persist. We urgently need assistance to resolve this matter.","request for technical support due to system downtime our marketing agency has experienced system failures, which have significantly impacted our critical digital strategies due to increased server load from higher traffic. we restarted the servers and cleared the caches, but the issues persist. we urgently need assistance to resolve this matter.",1,1,2,1,2,2,2,2
21710,6d82a4c424c1391074e8ffc88d787d5c3b6342c6,high,2,global_h2,True,True,False,False,,,Incident,en,Technical Support,0.7471035,0.2206538,0.032242738,"Server Issues Noted experiencing unexpected downtime on the project management platform during peak usage hours due to increased server load. Restarted servers and cleared caches, but the issue still persists. Need assistance to resolve it.","server issues noted experiencing unexpected downtime on the project management platform during peak usage hours due to increased server load. restarted servers and cleared caches, but the issue still persists. need assistance to resolve it.",2,2,2,1,2,2,2,2
21816,9f48bf8f50d852bc85a771f001af3cbb32f1a8dd,high,2,global_h2,True,False,True,False,,,Problem,en,IT Support,0.68172854,0.2730106,0.045260858,"Acknowledgment of Data Breach at Healthcare Facility A data breach has been detected at a healthcare facility, which has compromised medical data. The likely cause is outdated systems and inadequate security measures. Immediate action is required to protect sensitive information and prevent further breaches. Antivirus scans and a security audit have been conducted to identify vulnerabilities.","acknowledgment of data breach at healthcare facility a data breach has been detected at a healthcare facility, which has compromised medical data. the likely cause is outdated systems and inadequate security measures. immediate action is required to protect sensitive information and prevent further breaches. antivirus scans and a security audit have been conducted to identify vulnerabilities.",2,2,2,2,2,2,2,2
21898,a5d5d1126dbb3c99b502b9bb932cb05a603e0938,high,2,global_h2,True,False,True,False,,,Incident,de,Service Outages and Maintenance,0.41983992,0.5411487,0.03901134,"Unterstützung erforderlich bei großer Dienstunterbrechung Es besteht ein großer Dienstausfall, der den Zugriff auf Gesundheitsdienstleistungsdaten beeinträchtigt. Mögliche Ursachen sind Netzwerkonfigurationsfehler oder Sicherheitslücken. Die IT-Abteilung versucht, die Dienste neu zu starten und die Verbindung zu überprüfen.","unterstützung erforderlich bei großer dienstunterbrechung es besteht ein großer dienstausfall, der den zugriff auf gesundheitsdienstleistungsdaten beeinträchtigt. mögliche ursachen sind netzwerkonfigurationsfehler oder sicherheitslücken. die it-abteilung versucht, die dienste neu zu starten und die verbindung zu überprüfen.",2,2,2,2,2,2,2,2
22432,552ea628c7c67d226671105192ce4cc2d842311a,high,2,global_h2,True,True,True,False,,,Incident,de,IT Support,0.49573204,0.4544181,0.04984988,"Hilfe bei Systemausfall erforderlich Es gab einen kritischen Systemausfall, der die Projektleitungszeiten beeinträchtigt hat. Durch Neustart der Dienste und Skalierung der Ressourcen wurde der Ausfall jedoch gelöst.","hilfe bei systemausfall erforderlich es gab einen kritischen systemausfall, der die projektleitungszeiten beeinträchtigt hat. durch neustart der dienste und skalierung der ressourcen wurde der ausfall jedoch gelöst.",2,2,2,2,2,2,2,2
22753,b6e780a4ed74c37a349dc8ab7d024fc59f85e250,high,2,global_h2,True,False,False,False,,,Incident,de,Technical Support,0.36018687,0.58813775,0.05167537,"Betroffene Systemausfälle bei der Projektmanagement-Plattform Sehr geehrte Kundensupport, wir melden einen Systemausfall bei der Projektmanagement-Plattform, der Benutzerzugriff beeinträchtigt. Wir vermuten, dass dies auf eine Serverüberlastung zurückzuführen ist, die auf der Gipfelutzungshöhe basiert. Wir haben versucht, die betroffenen Dienste neu zu starten und die Ressourcenallokation zu erhöhen, aber das Problem behält sich beständig. Bitte helfen Sie uns, das Problem schnellstmöglich zu lösen, um den Einfluss auf die Benutzer zu minimieren. Informieren Sie uns bitte, wenn weitere Informationen benötigt werden, um den Lösungsprozess voranzutreiben.","betroffene systemausfälle bei der projektmanagement-plattform sehr geehrte kundensupport, wir melden einen systemausfall bei der projektmanagement-plattform, der benutzerzugriff beeinträchtigt. wir vermuten, dass dies auf eine serverüberlastung zurückzuführen ist, die auf der gipfelutzungshöhe basiert. wir haben versucht, die betroffenen dienste neu zu starten und die ressourcenallokation zu erhöhen, aber das problem behält sich beständig. bitte helfen sie uns, das problem schnellstmöglich zu lösen, um den einfluss auf die benutzer zu minimieren. informieren sie uns bitte, wenn weitere informationen benötigt werden, um den lösungsprozess voranzutreiben.",2,2,2,1,2,2,2,2
22794,13e80cad68cb954daa271ffdd0c04812d75718c4,high,2,global_h2,True,True,False,False,,,Incident,en,Technical Support,0.46905538,0.3189844,0.21196021,"Issues with the Data Analysis Application Dear Customer Support Department, I am writing to report an issue with the Data Analysis Application. The application crash during the presentation has resulted from insufficient system resources and software conflicts. Despite restarting the affected device and reinstalling the application, the problem persists. I would appreciate it if you could urgently examine the issue and provide a solution to resolve the matter quickly. Please inform me if you need more information. Thank you for your engagement in resolving this issue.","issues with the data analysis application dear customer support department, i am writing to report an issue with the data analysis application. the application crash during the presentation has resulted from insufficient system resources and software conflicts. despite restarting the affected device and reinstalling the application, the problem persists. i would appreciate it if you could urgently examine the issue and provide a solution to resolve the matter quickly. please inform me if you need more information. thank you for your engagement in resolving this issue.",2,2,2,2,2,2,2,2
23326,f5fe2e4371d200e3c028ca27f88ad67e47c3301a,high,2,global_h2,True,False,False,False,,,Request,en,Customer Service,0.058676332,0.49652728,0.4447964,Support for Data Analysis Integration Can you provide detailed instructions for integrating data analysis with Monday.com to optimize investments? Thank you very much.,support for data analysis integration can you provide detailed instructions for integrating data analysis with monday.com to optimize investments? thank you very much.,0,0,0,2,0,0,0,0
24315,8aece9e23f5d095a5511c5f35fba1c16288baaac,high,2,global_h2,True,True,False,False,,,Incident,en,Technical Support,0.54548675,0.39660147,0.057911735,"Concern Over Technical Glitches in SaaS Solution Noticed unexpected failures in the SaaS platform which impacts the integrations with Microsoft Word and Adobe Effects. This might be related to recent updates in the applications. We have already tried rolling back to previous versions and boosting server capacity, but the issue continues. Our team is currently working to resolve it and requires your support team to help identify the root cause and implement a solution. Could you please provide guidance on how to proceed with troubleshooting and resolving the issue?","concern over technical glitches in saas solution noticed unexpected failures in the saas platform which impacts the integrations with microsoft word and adobe effects. this might be related to recent updates in the applications. we have already tried rolling back to previous versions and boosting server capacity, but the issue continues. our team is currently working to resolve it and requires your support team to help identify the root cause and implement a solution. could you please provide guidance on how to proceed with troubleshooting and resolving the issue?",1,1,2,1,2,2,2,1
24937,162a1e5140931ff4da5f81c11f09249a27d6bb09,high,2,global_h2,True,True,False,False,,,Incident,de,Technical Support,0.5299367,0.43125612,0.03880728,Bericht über Funktionsstörung bei Investment-Optimierungstools Systemcrash während der Datenverarbeitung,bericht über funktionsstörung bei investment-optimierungstools systemcrash während der datenverarbeitung,2,2,2,2,2,2,2,2
25354,50639f84aa7231af70df2ff3b8026bc115cfb6d1,high,2,global_h2,True,True,True,False,,,Request,en,Billing and Payments,0.05249555,0.69153994,0.25596452,Exploring Data Analytics for Investment in Adobe Creative Cloud and Zoho Books Could you provide more details on using data analytics for investment in Adobe Creative Cloud and Zoho Books? I need some guidance on integrating these tools.,exploring data analytics for investment in adobe creative cloud and zoho books could you provide more details on using data analytics for investment in adobe creative cloud and zoho books? i need some guidance on integrating these tools.,1,1,1,2,1,1,1,1
25362,32d2d97888877884a97c5058de556f465e50d731,high,2,global_h2,True,True,False,False,,,Incident,en,Product Support,0.72461116,0.23218723,0.04320167,"Issue with Online Engagement experiencing a notable decline in online engagement for the brand. The recent modifications in the digital strategy are suspected to be due to incorrect configurations of the tools. Despite reviewing digital campaigns and adjusting target parameters, no visible improvement has been observed. The team has been searching for technical issues on the website and social media platforms, but it seems the situation is under control. Appreciate your support in identifying the cause of the issue and providing suggestions for improvements.","issue with online engagement experiencing a notable decline in online engagement for the brand. the recent modifications in the digital strategy are suspected to be due to incorrect configurations of the tools. despite reviewing digital campaigns and adjusting target parameters, no visible improvement has been observed. the team has been searching for technical issues on the website and social media platforms, but it seems the situation is under control. appreciate your support in identifying the cause of the issue and providing suggestions for improvements.",2,2,1,2,1,2,2,2
25577,2ccd0b35506eb6ff9b0de45dcb286577c36445c2,high,2,global_h2,True,True,True,False,,,Request,en,IT Support,0.046552762,0.186406,0.76704127,"Could Provide More Insights on Digital Strategies Dear Customer Service, I am writing to request more information on digital strategies, to implement them, and to boost brand growth. Could you provide more details on the methods and techniques used, and the tools that can be employed for success? Detailed information on digital marketing approaches and tools for success measurement would be greatly appreciated. Thank you for your time and support. I look forward to hearing back soon.","could provide more insights on digital strategies dear customer service, i am writing to request more information on digital strategies, to implement them, and to boost brand growth. could you provide more details on the methods and techniques used, and the tools that can be employed for success? detailed information on digital marketing approaches and tools for success measurement would be greatly appreciated. thank you for your time and support. i look forward to hearing back soon.",0,0,0,2,1,2,2,2
