case_id,case_type,modeling_row_id,semantic_group_id,priority,type,language,queue,text,model,model_label,model_family,predicted_class,correct,top_10_share,k_80,normalized_entropy,top_supporting_features,top_opposing_features,text_relation,urgency_plausibility,impact_plausibility,context_relevance,contradictory_signals,overall_rating,brief_rationale,evaluator_role
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",random_forest,Random Forest,bagging_ensemble,medium,False,0.1210220612832411,583,0.6883146331447336,[char] tem | [char] itio | [char] era | [char] riv | [char] gin,[char] urn | Returns and Exchanges | customer | [char] chin | [char]  i ,not plausible,partly plausible,plausible,partly plausible,not plausible,partly plausible,"Die Erklärung stützt sich stark auf schwer interpretierbare Zeichen-n-Gramme und bildet eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen daher nur schwach nachvollziehbar ab. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",xgboost,XGBoost,gradient_boosting,medium,False,0.3959509377434006,132,0.5172731272791713,[char] gin | [char] ld  | [char] ntly  | usb | [char] dur,[char] urn | [char] ould | [char] eve | [char]  bee | [char] rate,not plausible,partly plausible,plausible,partly plausible,not plausible,partly plausible,"Die Erklärung stützt sich stark auf schwer interpretierbare Zeichen-n-Gramme und bildet eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen daher nur schwach nachvollziehbar ab. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",lightgbm,LightGBM,gradient_boosting,medium,False,0.452104810124948,515,0.5658625662798569,meet expectations | [char] gin | Returns and Exchanges | usb | Incident,[char] urn | electronic | [char] mpa | [char] hes | [char] ver,plausible,partly plausible,plausible,plausible,not plausible,partly plausible,"Die stützenden Merkmale (meet expectations, [char] gin, Returns and Exchanges) beziehen sich nachvollziehbar auf eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",logistic_regression,Logistic Regression,linear_baseline,low,False,0.2454468224846644,761,0.6611833486798743,wohlbehalten schreibe | Customer Service | umfassende | daran interessiert | interessiert mehr,Request | erfahren | schreibe detaillierte | eventuelle | interessiert,plausible,plausible,plausible,partly plausible,partly plausible,plausible,"Die stützenden Merkmale (wohlbehalten schreibe, Customer Service, umfassende) beziehen sich nachvollziehbar auf eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale (Request, erfahren, schreibe detaillierte) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",linear_svm,Linear SVM,linear,low,False,0.2438285087577034,735,0.656980131099767,wohlbehalten schreibe | Customer Service | umfassende | daran interessiert | insbesondere möchte,Request | erfahren | schreibe detaillierte | de | eventuelle,plausible,plausible,plausible,partly plausible,partly plausible,plausible,"Die stützenden Merkmale (wohlbehalten schreibe, Customer Service, umfassende) beziehen sich nachvollziehbar auf eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale (Request, erfahren, schreibe detaillierte) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,False,0.1896328935958107,1282,0.701840391261771,Customer Service | Request | de | wohlbehalten schreibe | schreibe detaillierte,[char] ver,plausible,plausible,plausible,plausible,not plausible,plausible,"Die stützenden Merkmale (Customer Service, Request, de) beziehen sich nachvollziehbar auf eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Mehrere Gegenmerkmale ([char] ver) erscheinen fachlich eher stützend oder richtungsunklar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",knn_cosine,kNN (cosine),instance_based,medium,False,0.3465633051132662,78,0.4830157100449098,mehr | bereitstellen | Customer Service | daran | daran interessiert,Request | dienstleistungen | könnten bitte | interessiert | [char]  inte,plausible,not plausible,partly plausible,partly plausible,partly plausible,partly plausible,"Die stützenden Merkmale (mehr, bereitstellen, Customer Service) beziehen sich nachvollziehbar auf eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Der Text enthält keine erkennbare operative Dringlichkeit oder unmittelbare Beeinträchtigung. Die Gegenmerkmale (Request, dienstleistungen, könnten bitte) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",random_forest,Random Forest,bagging_ensemble,low,False,0.241850766708129,550,0.6457062771903489,Customer Service | [char] mehr  | [char] bin  | daran | [char] aran ,[char] tego | [char] chti | [char] htig | [char] hti | [char] tegor,partly plausible,plausible,plausible,plausible,not plausible,partly plausible,"Die stützenden Merkmale greifen Teile von eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen auf, sind aber teilweise generisch oder nur begrenzt semantisch eindeutig. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",xgboost,XGBoost,gradient_boosting,medium,False,0.4406009415870607,139,0.5083850165450812,[char] rteil | [char] rtei | [char] agen | [char] bot | Customer Service,daran | kürzlich | interessiert mehr | [char] teg | [char]  det,not plausible,not plausible,partly plausible,plausible,partly plausible,partly plausible,"Die Erklärung stützt sich stark auf schwer interpretierbare Zeichen-n-Gramme und bildet eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen daher nur schwach nachvollziehbar ab. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Der Text enthält keine erkennbare operative Dringlichkeit oder unmittelbare Beeinträchtigung. Die Gegenmerkmale (daran, kürzlich, interessiert mehr) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",lightgbm,LightGBM,gradient_boosting,low,False,0.3892200518577599,407,0.5856619795801797,Customer Service | [char] aran  | könnten bitte | daran | daran interessiert,erfahren | [char] err | [char] inen  | [char] nfor | [char] ssier,plausible,plausible,plausible,plausible,not plausible,plausible,"Die stützenden Merkmale (Customer Service, [char] aran, könnten bitte) beziehen sich nachvollziehbar auf eine allgemeine Anfrage nach Produkt- und Dienstleistungsinformationen. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",logistic_regression,Logistic Regression,linear_baseline,high,False,0.270461834642144,689,0.6515069599867046,Technical Support | reibungslose integration | Request | entscheidend | komponenten,deren | umfassende | nehme | nehme kontakt | informationen,plausible,not plausible,partly plausible,plausible,plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",linear_svm,Linear SVM,linear,high,False,0.258107046205165,688,0.6508883433068876,Technical Support | reibungslose integration | Request | komponenten | verfügbaren,deren | de | nehme | nehme kontakt | interessieren,plausible,not plausible,partly plausible,plausible,plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,False,0.1714130067324415,1166,0.7034203971834537,Request | Technical Support | de | reibungslose integration | komponenten,[char] tem | [char] rat | [char] syst | [char] sys | [char] syste,plausible,not plausible,partly plausible,plausible,not plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",knn_cosine,kNN (cosine),instance_based,high,False,0.525014094776218,60,0.4047868976104936,Technical Support | Request | umfassende | [char] eta | informationen,details | anfrage | [char] latt | [char] ntere | [char] tfor,plausible,not plausible,partly plausible,plausible,not plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",random_forest,Random Forest,bagging_ensemble,high,False,0.2053901673869976,505,0.6511345529044352,Technical Support | [char] ras | [char] plat | [char] ste | [char] etai,[char] one | [char] em  | [char] chi | [char] attf | [char] mati,not plausible,not plausible,partly plausible,plausible,not plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",xgboost,XGBoost,gradient_boosting,high,False,0.3581097613945325,117,0.5042181677931838,Technical Support | [char] los | [char] isten | [char] ast | [char] chni,besonders | [char] gie | [char] chi | integration | [char] em ,not plausible,not plausible,partly plausible,plausible,not plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",lightgbm,LightGBM,gradient_boosting,high,False,0.4213766690413692,329,0.548270226514426,Technical Support | [char] los | [char] latt | Request | [char] stru,besonders | umfassende | [char] chi | besonders interessieren | [char] em ,partly plausible,not plausible,partly plausible,plausible,plausible,not plausible,"Der Text beschreibt eine Informations- und Integrationsanfrage, keinen aktuellen Ausfall oder blockierten Service. Eine gewisse technische bzw. geschäftliche Auswirkung ist wegen der geplanten Integration nachvollziehbar, aber die für eine High-Priorität notwendige Dringlichkeit fehlt; die Erklärung ist insgesamt nicht plausibel.",author
case_07,critical_high_to_low,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,Request,de,Customer Service,"Kundendienstanfrage Könnten Sie bitte zusätzliche Informationen zu digitalen Strategien, Markenwachstumsinstrumenten sowie der Förderung durch McAfee und Logitech bereitstellen?",logistic_regression,Logistic Regression,linear_baseline,low,False,0.2517639926117958,791,0.6665500823991649,mcafee | Customer Service | bitte zusätzliche | informationen | könnten bitte,Request | strategien | [char] ge  | [char] rate | de,plausible,plausible,plausible,partly plausible,partly plausible,plausible,"Die stützenden Merkmale (mcafee, Customer Service, bitte zusätzliche) beziehen sich nachvollziehbar auf eine kurze allgemeine Anfrage nach Informationen zu digitalen Strategien und Markenwachstum. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale (Request, strategien, [char] ge) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_07,critical_high_to_low,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,Request,de,Customer Service,"Kundendienstanfrage Könnten Sie bitte zusätzliche Informationen zu digitalen Strategien, Markenwachstumsinstrumenten sowie der Förderung durch McAfee und Logitech bereitstellen?",linear_svm,Linear SVM,linear,low,False,0.2430486421951149,771,0.6646479476496306,bitte zusätzliche | Customer Service | mcafee | könnten bitte | [char] fee ,Request | de | logitech | strategien | [char] ge ,plausible,plausible,plausible,partly plausible,partly plausible,plausible,"Die stützenden Merkmale (bitte zusätzliche, Customer Service, mcafee) beziehen sich nachvollziehbar auf eine kurze allgemeine Anfrage nach Informationen zu digitalen Strategien und Markenwachstum. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale (Request, de, logitech) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_07,critical_high_to_low,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,Request,de,Customer Service,"Kundendienstanfrage Könnten Sie bitte zusätzliche Informationen zu digitalen Strategien, Markenwachstumsinstrumenten sowie der Förderung durch McAfee und Logitech bereitstellen?",complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,False,0.2208618623616501,1120,0.6726143481843784,bitte zusätzliche | Customer Service | logitech | mcafee | Request,,plausible,plausible,plausible,plausible,partly plausible,plausible,"Die stützenden Merkmale (bitte zusätzliche, Customer Service, logitech) beziehen sich nachvollziehbar auf eine kurze allgemeine Anfrage nach Informationen zu digitalen Strategien und Markenwachstum. Die vorhergesagte Priorität low ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Explizite Gegenmerkmale fehlen, sodass die Gegenrichtung qualitativ nur eingeschränkt beurteilt werden kann.",author
case_07,critical_high_to_low,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,Request,de,Customer Service,"Kundendienstanfrage Könnten Sie bitte zusätzliche Informationen zu digitalen Strategien, Markenwachstumsinstrumenten sowie der Förderung durch McAfee und Logitech bereitstellen?",knn_cosine,kNN (cosine),instance_based,medium,False,0.4180681914349763,62,0.4553537470661398,bereitstellen | [char] n?  | Customer Service | könnten bitte | [char]  info,bitte zusätzliche | de | informationen | [char]  mcaf | [char] mati,partly plausible,not plausible,partly plausible,plausible,partly plausible,partly plausible,"Die stützenden Merkmale greifen Teile von eine kurze allgemeine Anfrage nach Informationen zu digitalen Strategien und Markenwachstum auf, sind aber teilweise generisch oder nur begrenzt semantisch eindeutig. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Der Text ist rein informationsorientiert und enthält weder Dringlichkeit noch einen konkreten Ausfall. Die Gegenmerkmale (bitte zusätzliche, de, informationen) sind nur teilweise als echte Gegensignale interpretierbar.",author
