case_id,case_type,feature_set,model,model_label,modeling_row_id,semantic_group_id,actual_class,predicted_class,direction,rank,feature_index,feature_name,feature_label,feature_group,feature_value,shap_value,abs_shap_value
case_06,critical_low_to_high,FS5,lightgbm,LightGBM,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,6,13299,text__char__lan,[char] lan,text,0.021423952654004097,-0.01368112675845623,0.01368112675845623
case_06,critical_low_to_high,FS5,lightgbm,LightGBM,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,7,15016,sentiment__sentiment_negative,sentiment_negative,sentiment,0.11660491675138474,-0.011940919794142246,0.011940919794142246
case_06,critical_low_to_high,FS5,lightgbm,LightGBM,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,8,14950,text__char__yst,[char] yst,text,0.011711294762790203,-0.010596714913845062,0.010596714913845062
case_06,critical_low_to_high,FS5,lightgbm,LightGBM,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,9,11701,text__char__ str,[char]  str,text,0.014835997484624386,-0.008911853656172752,0.008911853656172752
case_06,critical_low_to_high,FS5,lightgbm,LightGBM,8,66db6625b564da4549986df74e6db441a323c089,low,high,opposes_prediction,10,4895,text__word__integration,integration,text,0.050489164888858795,-0.006538575980812311,0.006538575980812311
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,1,12782,text__char__fee,[char] fee,text,0.06556061655282974,0.3485945761203766,0.3485945761203766
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,2,5514,text__word__könnten bitte,könnten bitte,text,0.19065983593463898,0.3104752004146576,0.3104752004146576
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,3,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,0.24908967316150665,0.24908967316150665
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,4,1158,text__word__bereitstellen,bereitstellen,text,0.18857869505882263,0.13049747049808502,0.13049747049808502
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,5,1301,text__word__bitte zusätzliche,bitte zusätzliche,text,0.35136088728904724,0.09594141691923141,0.09594141691923141
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,6,12526,text__char__ee ,[char] ee ,text,0.06681184470653534,0.06911393254995346,0.06911393254995346
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,7,12783,text__char__fee ,[char] fee ,text,0.09051930159330368,0.06520485877990723,0.06520485877990723
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,8,11904,text__char__afee ,[char] afee ,text,0.09411002695560455,0.054920073598623276,0.054920073598623276
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,9,12605,text__char__en?,[char] en?,text,0.04494582116603851,0.044207364320755005,0.044207364320755005
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,supports_prediction,10,11564,text__char__ mca,[char]  mca,text,0.09268201142549515,0.042700909078121185,0.042700909078121185
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,1,15016,sentiment__sentiment_negative,sentiment_negative,sentiment,0.03421938046813011,-0.041209980845451355,0.041209980845451355
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,2,12624,text__char__ensta,[char] ensta,text,0.09051930159330368,-0.039410755038261414,0.039410755038261414
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,3,14636,text__char__tra,[char] tra,text,0.029526853933930397,-0.02222532220184803,0.02222532220184803
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,4,12858,text__char__ge ,[char] ge ,text,0.03409549966454506,-0.0184729415923357,0.0184729415923357
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,5,9318,text__word__strategien,strategien,text,0.21391677856445312,-0.015524606220424175,0.015524606220424175
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,6,15003,categorical__type_Request,Request,type,1.0,-0.013969876803457737,0.013969876803457737
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,7,12548,text__char__egi,[char] egi,text,0.036049943417310715,-0.013965530321002007,0.013965530321002007
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,8,4689,text__word__informationen,informationen,text,0.15427134931087494,-0.010549541562795639,0.010549541562795639
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,9,14056,text__char__rate,[char] rate,text,0.03098306804895401,-0.0074513861909508705,0.0074513861909508705
case_07,critical_high_to_low,FS5,lightgbm,LightGBM,3081,4b2afb7f05c9cd9fd85790fdd2db112b4abbc318,high,low,opposes_prediction,10,12606,text__char__en? ,[char] en? ,text,0.04495318606495857,-0.004851353820413351,0.004851353820413351
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,1,15011,categorical__queue_Product Support,Product Support,queue,1.0,0.06245208531618118,0.06245208531618118
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,2,4630,text__word__information,information,text,0.10902196913957596,0.06153397634625435,0.06153397634625435
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,3,12611,text__char__end ,[char] end ,text,0.03306816145777702,0.024377206340432167,0.024377206340432167
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,4,8746,text__word__services provided,services provided,text,0.14258421957492828,0.02304754965007305,0.02304754965007305
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,5,11333,text__char__ age,[char]  age,text,0.053313083946704865,0.018123548477888107,0.018123548477888107
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,6,13072,text__char__ies ,[char] ies ,text,0.020927758887410164,0.01455689873546362,0.01455689873546362
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,7,11332,text__char__ ag,[char]  ag,text,0.05178693309426308,0.014377844519913197,0.014377844519913197
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,8,8688,text__word__service,service,text,0.07734568417072296,0.014265426434576511,0.014265426434576511
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,9,11769,text__char__ you ,[char]  you ,text,0.03131762146949768,0.012921974994242191,0.012921974994242191
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,supports_prediction,10,11334,text__char__ agen,[char]  agen,text,0.053324226289987564,0.010821864940226078,0.010821864940226078
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,1,12789,text__char__fer,[char] fer,text,0.04630296304821968,-0.07847825437784195,0.07847825437784195
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,2,9488,text__word__success,success,text,0.10110533982515335,-0.06022842600941658,0.06022842600941658
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,3,243,text__word__additionally,additionally,text,0.07470165938138962,-0.05876002088189125,0.05876002088189125
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,4,11917,text__char__agen,[char] agen,text,0.0441344678401947,-0.05655377358198166,0.05655377358198166
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,5,726,text__word__appreciate could,appreciate could,text,0.0774490162730217,-0.05210021510720253,0.05210021510720253
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,6,14442,text__char__stand,[char] stand,text,0.030297504737973213,-0.04958045482635498,0.04958045482635498
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,7,13802,text__char__ontra,[char] ontra,text,0.06326655298471451,-0.04844312369823456,0.04844312369823456
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,8,14729,text__char__udie,[char] udie,text,0.033797767013311386,-0.03188715875148773,0.03188715875148773
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,9,13529,text__char__nall,[char] nall,text,0.03066299669444561,-0.02531973086297512,0.02531973086297512
case_08,model_disagreement_1,FS5,lightgbm,LightGBM,13,de1f211d7fb1dd53f830f716d9499d66d3b65ee1,high,medium,opposes_prediction,10,11318,text__char__ ab,[char]  ab,text,0.020952435210347176,-0.024907315149903297,0.024907315149903297
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,1,13277,text__char__klar,[char] klar,text,0.04247821867465973,0.8309788107872009,0.8309788107872009
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,2,15007,categorical__queue_Customer Service,Customer Service,queue,1.0,0.4813246726989746,0.4813246726989746
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,3,13957,text__char__pone,[char] pone,text,0.03480938449501991,0.2352299839258194,0.2352299839258194
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,4,14628,text__char__ton,[char] ton,text,0.036681804805994034,0.11054433882236481,0.11054433882236481
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,5,8382,text__word__saas,saas,text,0.10663960874080658,0.06121748685836792,0.06121748685836792
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,6,13785,text__char__one,[char] one,text,0.03614012897014618,0.0495062954723835,0.0495062954723835
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,7,14277,text__char__ruk,[char] ruk,text,0.03236198052763939,0.04231264814734459,0.04231264814734459
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,8,4160,text__word__helfen,helfen,text,0.09361995756626129,0.0386856310069561,0.0386856310069561
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,9,12495,text__char__echni,[char] echni,text,0.03996889665722847,0.03141713887453079,0.03141713887453079
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,supports_prediction,10,12385,text__char__ders ,[char] ders ,text,0.030637849122285843,0.03061252273619175,0.03061252273619175
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,1,14349,text__char__sere,[char] sere,text,0.0353320874273777,-0.27097582817077637,0.27097582817077637
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,2,14587,text__char__tform,[char] tform,text,0.03490159288048744,-0.09450492262840271,0.09450492262840271
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,3,13946,text__char__plat,[char] plat,text,0.034781645983457565,-0.0824190154671669,0.0824190154671669
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,4,12690,text__char__err,[char] err,text,0.01961582526564598,-0.05203960835933685,0.05203960835933685
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,5,1178,text__word__besonders,besonders,text,0.11238773167133331,-0.03721236810088158,0.03721236810088158
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,6,11741,text__char__ unse,[char]  unse,text,0.03518352285027504,-0.034081149846315384,0.034081149846315384
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,7,14585,text__char__tfo,[char] tfo,text,0.034274905920028687,-0.03058633953332901,0.03058633953332901
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,8,13836,text__char__orm ,[char] orm ,text,0.039814673364162445,-0.03011796995997429,0.03011796995997429
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,9,7065,text__word__plattform,plattform,text,0.1991918981075287,-0.02612794004380703,0.02612794004380703
case_09,model_disagreement_2,FS5,lightgbm,LightGBM,59,c655267a95bf20edad8c0f0eac49d2c7984240c5,low,low,opposes_prediction,10,13237,text__char__itä,[char] itä,text,0.02193434163928032,-0.023523960262537003,0.023523960262537003
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,1,12763,text__char__ewa,[char] ewa,text,0.02070031501352787,0.10114984959363937,0.10114984959363937
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,2,1178,text__word__besonders,besonders,text,0.1119694709777832,0.04274309054017067,0.04274309054017067
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,3,15017,sentiment__sentiment_neutral,sentiment_neutral,sentiment,0.7768786549568176,0.021204087883234024,0.021204087883234024
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,4,12967,text__char__higk,[char] higk,text,0.027484698221087456,0.01910613663494587,0.01910613663494587
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,5,13071,text__char__ies,[char] ies,text,0.018630772829055786,0.014559578150510788,0.014559578150510788
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,6,14434,text__char__ssie,[char] ssie,text,0.03786403313279152,0.012278138659894466,0.012278138659894466
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,7,3768,text__word__firewalls,firewalls,text,0.11135546118021011,0.01134718768298626,0.01134718768298626
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,8,14435,text__char__ssier,[char] ssier,text,0.03786403313279152,0.009608822874724865,0.009608822874724865
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,9,12001,text__char__ard,[char] ard,text,0.022452767938375473,0.008827253244817257,0.008827253244817257
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,supports_prediction,10,14580,text__char__tes,[char] tes,text,0.013443352654576302,0.007930118590593338,0.007930118590593338
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,1,14540,text__char__techn,[char] techn,text,0.04188200458884239,-0.2448730319738388,0.2448730319738388
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,2,11446,text__char__ emp,[char]  emp,text,0.03891908377408981,-0.15172889828681946,0.15172889828681946
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,3,14539,text__char__tech,[char] tech,text,0.04136372730135918,-0.045966316014528275,0.045966316014528275
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,4,12082,text__char__aus,[char] aus,text,0.021852290257811546,-0.028210097923874855,0.028210097923874855
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,5,12250,text__char__chni,[char] chni,text,0.03463299944996834,-0.014911738224327564,0.014911738224327564
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,6,13148,text__char__inter,[char] inter,text,0.015056917443871498,-0.012412087991833687,0.012412087991833687
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,7,5058,text__word__interessiert,interessiert,text,0.09517145901918411,-0.011956392787396908,0.011956392787396908
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,8,14143,text__char__ric,[char] ric,text,0.03883779048919678,-0.010446256957948208,0.010446256957948208
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,9,13237,text__char__itä,[char] itä,text,0.019348159432411194,-0.009401937946677208,0.009401937946677208
case_10,model_disagreement_3,FS5,lightgbm,LightGBM,85,818ee361847e8677f2017325b145c997fb136ec4,low,medium,opposes_prediction,10,14055,text__char__rat,[char] rat,text,0.018424568697810173,-0.008559401147067547,0.008559401147067547
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,1,5438,text__word__kommunikation,kommunikation,text,0.14875032007694244,0.3227693438529968,0.3227693438529968
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,2,2099,text__word__creative,creative,text,0.13050338625907898,0.11028389632701874,0.11028389632701874
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,3,15011,categorical__queue_Product Support,Product Support,queue,1.0,0.09774018079042435,0.09774018079042435
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,4,1178,text__word__besonders,besonders,text,0.10946202278137207,0.07614462077617645,0.07614462077617645
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,5,14771,text__char__undi,[char] undi,text,0.02858711965382099,0.02553544193506241,0.02553544193506241
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,6,14580,text__char__tes,[char] tes,text,0.014520966447889805,0.010598349384963512,0.010598349384963512
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,7,14641,text__char__trate,[char] trate,text,0.015500975772738457,0.00766251515597105,0.00766251515597105
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,8,12858,text__char__ge ,[char] ge ,text,0.015338938683271408,0.006841027177870274,0.006841027177870274
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,9,13554,text__char__nders,[char] nders,text,0.022039223462343216,0.004860321991145611,0.004860321991145611
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,supports_prediction,10,9833,text__word__teams,teams,text,0.11137894541025162,0.003927236422896385,0.003927236422896385
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,1,12409,text__char__dina,[char] dina,text,0.04200797155499458,-0.1843549907207489,0.1843549907207489
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,2,91,text__word__abteilungen,abteilungen,text,0.17305009067058563,-0.04680304974317551,0.04680304974317551
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,3,13384,text__char__los,[char] los,text,0.025567874312400818,-0.009892048314213753,0.009892048314213753
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,4,13828,text__char__ora,[char] ora,text,0.02041923813521862,-0.0056534865871071815,0.0056534865871071815
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,5,15017,sentiment__sentiment_neutral,sentiment_neutral,sentiment,0.6690730452537537,-0.003311846172437072,0.003311846172437072
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,6,12469,text__char__eat,[char] eat,text,0.02578248642385006,-0.0023902396205812693,0.0023902396205812693
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,7,14581,text__char__tes ,[char] tes ,text,0.017033135518431664,-0.002216597553342581,0.002216597553342581
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,8,12877,text__char__gie,[char] gie,text,0.016124779358506203,-0.002107238629832864,0.002107238629832864
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,9,6626,text__word__optimierung,optimierung,text,0.08990909904241562,-0.001065958640538156,0.001065958640538156
case_11,model_disagreement_4,FS5,lightgbm,LightGBM,98,2b8de51a7c4e30bce5c04433674e788ab51bc409,high,medium,opposes_prediction,10,14448,text__char__ste,[char] ste,text,0.020494971424341202,-0.0009538020822219551,0.0009538020822219551
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,1,4019,text__word__given,given,text,0.13772600889205933,0.3673971891403198,0.3673971891403198
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,2,3031,text__word__effective marketing,effective marketing,text,0.1588430106639862,0.3417028784751892,0.3417028784751892
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,3,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,1.0,0.1853187531232834,0.1853187531232834
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,4,12790,text__char__fer?,[char] fer?,text,0.0625496357679367,0.10777860134840012,0.10777860134840012
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,5,11769,text__char__ you ,[char]  you ,text,0.0385853610932827,0.08250778168439865,0.08250778168439865
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,6,11966,text__char__ands,[char] ands,text,0.08388280868530273,0.0793515220284462,0.0793515220284462
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,7,12345,text__char__cy ,[char] cy ,text,0.05168680101633072,0.06931699067354202,0.06931699067354202
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,8,12799,text__char__ffere,[char] ffere,text,0.037767164409160614,0.050026681274175644,0.050026681274175644
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,9,12610,text__char__ency ,[char] ency ,text,0.05461641401052475,0.03525029122829437,0.03525029122829437
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,supports_prediction,10,2176,text__word__currently,currently,text,0.08535545319318771,0.03126462921500206,0.03126462921500206
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,opposes_prediction,1,11112,text__word__work,work,text,0.11376075446605682,-0.4404464066028595,0.4404464066028595
case_12,model_disagreement_5,FS5,lightgbm,LightGBM,128,1a253cac8e537423675594be7ce6e3473a15a28f,low,low,opposes_prediction,2,7632,text__word__provide detailed,provide detailed,text,0.08538173139095306,-0.058607928454875946,0.058607928454875946
